trust_code,trust_name,available_beds,occupied_beds,ae_attendances,ae_within_4h,emergency_admissions,rtt_total_waiting,rtt_over_18_weeks,provider_type_source,backlog_maintenance_cost,floor_area_m2,provider_group,provider_type_inference_source,is_acute_general,flag_specialist,flag_mental_health,flag_community,flag_ambulance,flag_non_acute,bed_occupancy_pressure,ae_delay_burden,emergency_admissions_intensity,waiting_list_burden,estates_burden,resource_capacity_strain,raw_components_available,primary_acute_eligible,rvpi_standardisation_sample,bed_occupancy_pressure_z,bed_occupancy_pressure_pct,ae_delay_burden_z,ae_delay_burden_pct,emergency_admissions_intensity_z,emergency_admissions_intensity_pct,waiting_list_burden_z,waiting_list_burden_pct,estates_burden_z,estates_burden_pct,resource_capacity_strain_z,resource_capacity_strain_pct,components_available,rvpi_z,rvpi_percentile,rvpi_rank,cluster
RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,400.94444444444446,371.03333333333336,16099.0,12566.0,4103.0,87722.0,27996.0,ACUTE - MEDIUM,34603723.0,53284.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9253983649715949,0.2194546245108392,10.233337952057642,0.3191445703472333,649.4205202312139,40.15269502563392,6,True,full_provider_sensitivity,0.2368348160918117,48.99328859060403,-0.027947120662633954,46.09929078014184,1.573722463192506,95.38461538461539,0.039269304052790756,36.0,0.10848057499893234,70.73170731707317,0.23755222320913733,96.92307692307692,6,0.3613187101470907,77.6923076923077,30,1
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,333.03333333333336,319.47777777777776,9089.0,7183.0,2510.0,42994.0,16034.0,ACUTE - SMALL,56526380.0,59330.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9592967003636605,0.2097040378479481,7.536783104794314,0.37293575847792715,952.7453227709422,27.291562406165546,6,True,full_provider_sensitivity,0.5188844086408557,75.16778523489933,-0.11869207183909161,39.71631205673759,0.6742403091299349,86.15384615384616,0.5264560135941331,70.0,0.6391821846864041,81.95121951219512,0.002406087337137564,76.15384615384615,6,0.373746155258229,80.76923076923077,26,1
RBK,WALSALL HEALTHCARE NHS TRUST,478.4666666666666,443.27777777777777,14445.0,12522.0,5571.0,54608.0,14638.0,ACUTE - SMALL,32974079.0,96513.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9264548790116578,0.13312564901349944,11.64344433607357,0.2680559624963375,341.65427455368706,30.19019088755748,6,True,full_provider_sensitivity,0.2456254941907674,50.33557046979866,-0.8313776154075443,18.439716312056735,2.044087651217242,98.46153846153847,-0.4234401399820322,22.0,-0.4299918500087154,39.51219512195122,0.055403074997156805,83.84615384615385,6,0.11005110250114573,46.92307692307692,70,1
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,785.0888888888888,724.3,11597.0,7131.0,4357.0,87332.0,30824.0,ACUTE - TEACHING,61128760.0,119584.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9225706926321152,0.3850995947227731,5.549690056327663,0.3529519534649384,511.1784185175274,14.771575759291235,6,True,full_provider_sensitivity,0.2133072941062006,47.651006711409394,1.5136467602178476,97.16312056737588,0.011411315545217205,56.15384615384615,0.34546272181669435,54.666666666666664,-0.13338987308756575,60.0,-0.22650271628759513,13.076923076923078,6,0.2873225837184665,72.3076923076923,37,1
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,1198.7888888888888,1165.6777777777777,25674.0,19186.0,8706.0,155332.0,52342.0,ACUTE - TEACHING,31675117.0,213941.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9723795311935194,0.2527070187738568,7.2623295733657125,0.33696855767002293,148.05538442841717,21.41661491690688,6,True,full_provider_sensitivity,0.6277395209132256,85.23489932885906,0.28152009379553283,60.99290780141844,0.5826916228905221,83.07692307692308,0.20070113027678727,44.666666666666664,-0.7687153627677218,15.609756097560975,-0.10500834041387545,48.46153846153846,6,0.13648811078241174,53.07692307692308,62,1
RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,173.37777777777777,137.32222222222222,0.0,0.0,126.0,12068.0,2480.0,ACUTE - SPECIALIST,13376964.0,31062.0,specialist,eric_trust_type,False,True,False,False,False,True,0.792040502435273,,0.7267367341707255,0.20550215445807093,430.6536604210933,0.0,5,False,full_provider_sensitivity,-0.8727633502059038,11.409395973154362,,,-1.5973675481814582,3.8461538461538463,-0.9899898847729318,12.666666666666668,-0.27427719381985116,49.75609756097561,-0.4965783825069063,3.076923076923077,5,-0.8461952718974104,5.384615384615385,124,
RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,203.0,151.95555555555555,6640.0,5543.0,1192.0,32994.0,10406.0,ACUTE - SPECIALIST,2600000.0,92594.0,specialist,eric_trust_type,False,True,False,False,False,True,0.7485495347564313,0.165210843373494,5.87192118226601,0.31539067709280477,28.079573190487505,32.70935960591133,6,False,full_provider_sensitivity,-1.2346280132197731,6.7114093959731544,-0.532773080485994,21.98581560283688,0.11889703850730883,64.61538461538461,0.005270298525137759,34.66666666666667,-0.9786268359292022,2.9268292682926833,0.10146222136143808,88.46153846153845,6,-0.42006639520684735,9.230769230769232,119,1
RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,532.1,497.8555555555556,10856.0,6902.0,3210.0,61170.0,22954.0,ACUTE - SMALL,111520345.0,99503.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9356428407358685,0.3642225497420781,6.032700620184175,0.3752493052149747,1120.7736952654693,20.40218004134561,6,True,full_provider_sensitivity,0.3220735212309504,56.375838926174495,1.319352150777378,94.32624113475178,0.17252777970820474,69.23076923076923,0.5474098028923684,72.0,0.9331671374808006,86.82926829268293,-0.12355573030090129,41.53846153846154,6,0.5284957769648002,93.07692307692308,10,1
RBV,THE CHRISTIE NHS FOUNDATION TRUST,187.0555555555556,175.34444444444443,0.0,0.0,829.0,6132.0,180.0,ACUTE - SPECIALIST,17450000.0,95247.0,specialist,eric_trust_type,False,True,False,False,False,True,0.9373923373923371,,4.431838431838431,0.029354207436399216,183.207870064149,0.0,5,False,full_provider_sensitivity,0.33663013038050726,61.07382550335571,,,-0.36146728106050946,30.0,-2.585361574527129,4.666666666666667,-0.707212048316688,19.024390243902438,-0.4965783825069063,3.076923076923077,5,-0.762797831206145,6.153846153846154,123,
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,1075.8666666666666,1041.4666666666667,27101.0,21675.0,7835.0,168998.0,64090.0,ACUTE - MEDIUM,169889391.0,142941.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9680257776676169,0.20021401424301688,7.282500929483208,0.379235257221979,1188.5280710223099,25.18992440203247,6,True,full_provider_sensitivity,0.5915143082637813,81.20805369127517,-0.2070120630833492,33.33333333333333,0.5894201249528266,83.84615384615385,0.5835105641911147,76.0,1.0517112063352279,88.78048780487805,-0.03601914862734956,67.6923076923077,6,0.42885416533870857,84.61538461538461,21,1
